,id,gen,sp,ssp,group,en,rec,cnt,loc,lat,lng,alt,type,sex,stage,method,url,file,file-name,sono,osci,lic,q,length,time,date,uploaded,also,rmk,bird-seen,animal-seen,playback-used,temp,regnr,auto,dvc,mic,smp
10,688818,Neafrapus,boehmi,,birds,Böhm's Spinetail,Ken Behrens,Mozambique,"Camacho, Marromeu, Sofala",-18.1845,35.3714,180,call,,,field recording,//xeno-canto.org/688818,https://xeno-canto.org/688818/download,XC688818-VOC_211024-3124 Bohm's Spinetail ED UP.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC688818-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC688818-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC688818-large.png', 'full': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC688818-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/wave/XC688818-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/wave/XC688818-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/wave/XC688818-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,D,0:28,11:45,2021-10-24,2021-11-24,['Nicator gularis'],Flight calls at 3 seconds and 18 seconds; call at 18 seconds is stronger. ,yes,yes,no,,,no,,,44100
11,543748,Apus,berliozi,,birds,Forbes-Watson's Swift,Etienne Marais,Mozambique,"Inhassoro, Inhassoro, Inhambane",-21.5068,35.1882,20,"call, flight call, flight calls",uncertain,adult,field recording,//xeno-canto.org/543748,https://xeno-canto.org/543748/download,XC543748-Inhassoro_Swifts_clean.wav,"{'small': '//xeno-canto.org/sounds/uploaded/BVAXDKMDET/ffts/XC543748-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BVAXDKMDET/ffts/XC543748-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BVAXDKMDET/ffts/XC543748-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BVAXDKMDET/ffts/XC543748-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BVAXDKMDET/wave/XC543748-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BVAXDKMDET/wave/XC543748-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BVAXDKMDET/wave/XC543748-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,C,0:39,18:30,2017-03-03,2020-04-10,[],"Flock of ca. 50 large dark swifts circling on coast - initially identified as Common Swifts but the birds were very vocal (not usual in common swift on wintering grounds). Sound initially reminiscent of African Black Swift but more mellow and lower pitched. Birds seemed rather lazy in circling about. Appeared paler than typical common swift, but no other features noted at the time. 

The swifts circled above the lodge for about 20 minutes and then, as the light diminished appeared to move off in a north-easterly direction, out towards the ocean.  Helpful comments on recording received initially by Brian Finch and Guy Kirwan. Detailed sound analysis done with assistance of Gary Allport and Faansie Peacock on confusion possibilities concluded that this call is indeed that of Apus berliozi.   An account of sound analysis will be submitted to the BOC Bulletin    See also  recording set Identification of Large Dark Swifts in Southern Africa  -  https://www.xeno-canto.org/set/5842

Recorded with a handheld Olympus Voice Recorder WS-853 ",yes,yes,no,,,no,,,44100
12,457592,Centropus,grillii,,birds,Black Coucal,Gary Allport,Mozambique,"Marracuene, Maputo",-25.7331,32.709,10,song,,,field recording,//xeno-canto.org/457592,https://xeno-canto.org/457592/download,XC457592-DR0000_0258 Black Coucal.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/XMZZQLHWHS/ffts/XC457592-small.png', 'med': '//xeno-canto.org/sounds/uploaded/XMZZQLHWHS/ffts/XC457592-med.png', 'large': '//xeno-canto.org/sounds/uploaded/XMZZQLHWHS/ffts/XC457592-large.png', 'full': '//xeno-canto.org/sounds/uploaded/XMZZQLHWHS/ffts/XC457592-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/XMZZQLHWHS/wave/XC457592-small.png', 'med': '//xeno-canto.org/sounds/uploaded/XMZZQLHWHS/wave/XC457592-med.png', 'large': '//xeno-canto.org/sounds/uploaded/XMZZQLHWHS/wave/XC457592-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:06,06:00,2019-02-21,2019-02-21,"['Acrocephalus gracilirostris', 'Cisticola galactotes']",Up to three birds heard calling at dawn,no,no,no,,,no,,,44100
13,520132,Ceuthmochares,australis,,birds,Green Malkoha,Lynette Rudman,Mozambique,"Cheringoma, Sofala",-18.0402,35.2022,90,song,uncertain,adult,field recording,//xeno-canto.org/520132,https://xeno-canto.org/520132/download,XC520132-malkoha exc mphingwe.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/ffts/XC520132-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/ffts/XC520132-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/ffts/XC520132-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/ffts/XC520132-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/wave/XC520132-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/wave/XC520132-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/wave/XC520132-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:37,17:30,2019-12-16,2020-01-15,[],Bird calling from low trees on the edge of a large pan in the afternoon in mid summer.,yes,yes,no,,,no,,,44100
14,610358,Ceuthmochares,australis,,birds,Green Malkoha,Thomas Bruneau,Mozambique,"Siane, Inharrime, Inhambane Province",-24.4384,35.2477,40,uncertain,,,field recording,//xeno-canto.org/610358,https://xeno-canto.org/610358/download,XC610358-20201222_113340.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/NLYEFYLWJZ/ffts/XC610358-small.png', 'med': '//xeno-canto.org/sounds/uploaded/NLYEFYLWJZ/ffts/XC610358-med.png', 'large': '//xeno-canto.org/sounds/uploaded/NLYEFYLWJZ/ffts/XC610358-large.png', 'full': '//xeno-canto.org/sounds/uploaded/NLYEFYLWJZ/ffts/XC610358-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/NLYEFYLWJZ/wave/XC610358-small.png', 'med': '//xeno-canto.org/sounds/uploaded/NLYEFYLWJZ/wave/XC610358-med.png', 'large': '//xeno-canto.org/sounds/uploaded/NLYEFYLWJZ/wave/XC610358-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:26,10:00,2020-12-22,2020-12-23,"['Cinnyris bifasciatus', 'Telophorus viridis']","Mystery bird heard since beginning of October 2020 in the coastal forest.
The birds was not seen. Call was coming from canopy",no,no,no,,,no,,,44100
15,452899,Chrysococcyx,caprius,,birds,Diederik Cuckoo,Antonio Xeira,Mozambique,"Dona Alice - Costa do Sol, Maputo",-25.9061,32.6335,10,song,,,field recording,//xeno-canto.org/452899,https://xeno-canto.org/452899/download,XC452899-181125_1667 0530 Alice_Dideric Cucko SNN.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/PJVICFDZGZ/ffts/XC452899-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PJVICFDZGZ/ffts/XC452899-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PJVICFDZGZ/ffts/XC452899-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PJVICFDZGZ/ffts/XC452899-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/PJVICFDZGZ/wave/XC452899-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PJVICFDZGZ/wave/XC452899-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PJVICFDZGZ/wave/XC452899-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:04,05:30,2018-11-25,2019-01-21,['Passer domesticus'],"Editing: High-pass filter, cutoff frequency 1kHz, some amplification.

Equipment: Olympus WS-822 digital recorder with Audio-technica ATR 6550 shotgun.",no,no,no,,,no,,,44100
16,448614,Chrysococcyx,klaas,,birds,Klaas's Cuckoo,Antonio Xeira,Mozambique,Inhaca island,-26.023,32.907,50,song,,,field recording,//xeno-canto.org/448614,https://xeno-canto.org/448614/download,XC448614-181114_1603 0900 Inhaca Klaass Cuckoo SNN.MP3,"{'small': '//xeno-canto.org/sounds/uploaded/PJVICFDZGZ/ffts/XC448614-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PJVICFDZGZ/ffts/XC448614-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PJVICFDZGZ/ffts/XC448614-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PJVICFDZGZ/ffts/XC448614-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/PJVICFDZGZ/wave/XC448614-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PJVICFDZGZ/wave/XC448614-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PJVICFDZGZ/wave/XC448614-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,1:49,09:00,2018-11-14,2019-01-03,[],"Editing: High-pass filter, cutoff frequency 1kHz, some amplification.

Equipment: Olympus WS-822 digital recorder with internal microphone.
",yes,yes,no,,,no,,,44100
17,524395,Chrysococcyx,cupreus,,birds,African Emerald Cuckoo,Lynette Rudman,Mozambique,"Cheringoma, Sofala",-18.2328,35.2385,260,song,male,adult,field recording,//xeno-canto.org/524395,https://xeno-canto.org/524395/download,XC524395-african emerald cuckoo 2.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/ffts/XC524395-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/ffts/XC524395-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/ffts/XC524395-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/ffts/XC524395-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/wave/XC524395-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/wave/XC524395-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/wave/XC524395-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:10,06:30,2019-12-14,2020-02-04,[],Two song phrases from a male bird singing from a dead tree in a clearing surrounded by forest in summer in the Coutadas of Mozambique.,yes,yes,no,,,no,,,44100
18,524394,Chrysococcyx,cupreus,,birds,African Emerald Cuckoo,Lynette Rudman,Mozambique,"Cheringoma, Sofala",-18.0142,35.2014,100,song,male,adult,field recording,//xeno-canto.org/524394,https://xeno-canto.org/524394/download,XC524394-african emerald cuckoo broad-billed roller.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/ffts/XC524394-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/ffts/XC524394-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/ffts/XC524394-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/ffts/XC524394-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/wave/XC524394-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/wave/XC524394-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/wave/XC524394-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:48,06:30,2019-12-14,2020-02-04,['Eurystomus glaucurus'],Male bird seen singing from a dead tree surrounded by a clearing in forest in the Coutadas of Mozambique in the early morning in mid summer.  This same bird can be seen calling in my Youtube video at: https://www.youtube.com/watch?v=2oxizYdAirY.,yes,yes,no,,,no,,,44100
19,207012,Cercococcyx,montanus,patulus,birds,Barred Long-tailed Cuckoo,Niall Perrins,Mozambique,"Chinde, Zambezia Province",-18.187,36.3709,0,"call, song",,,field recording,//xeno-canto.org/207012,https://xeno-canto.org/207012/download,XC207012-2014-12-14_06.26_01-Barred Long-tailed Cuckoo.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/LWQXRZHFCU/ffts/XC207012-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LWQXRZHFCU/ffts/XC207012-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LWQXRZHFCU/ffts/XC207012-large.png', 'full': '//xeno-canto.org/sounds/uploaded/LWQXRZHFCU/ffts/XC207012-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/LWQXRZHFCU/wave/XC207012-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LWQXRZHFCU/wave/XC207012-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LWQXRZHFCU/wave/XC207012-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,1:48,06:25,2014-12-14,2014-12-19,['Dicrurus ludwigii'],,yes,yes,no,,,no,,,44100
20,524431,Cuculus,clamosus,,birds,Black Cuckoo,Lynette Rudman,Mozambique,"Cheringoma, Sofala",-18.2439,35.2414,280,song,male,adult,field recording,//xeno-canto.org/524431,https://xeno-canto.org/524431/download,XC524431-black cuckoo.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/ffts/XC524431-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/ffts/XC524431-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/ffts/XC524431-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/ffts/XC524431-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/wave/XC524431-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/wave/XC524431-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/wave/XC524431-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:06,12:00,2019-12-15,2020-02-04,[],Bird calling from woodland on the edge of forest in the Coutadas of central Mozambique in summer.,no,no,no,,,no,,,44100
21,524534,Cuculus,solitarius,,birds,Red-chested Cuckoo,Lynette Rudman,Mozambique,"Cheringoma, Sofala",-18.0018,35.1525,50,song,male,adult,field recording,//xeno-canto.org/524534,https://xeno-canto.org/524534/download,XC524534-red-chested cuckoo.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/ffts/XC524534-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/ffts/XC524534-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/ffts/XC524534-large.png', 'full': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/ffts/XC524534-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/wave/XC524534-small.png', 'med': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/wave/XC524534-med.png', 'large': '//xeno-canto.org/sounds/uploaded/SGLTZLDXYI/wave/XC524534-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:22,08:30,2019-12-15,2020-02-05,[],Bird heard calling from woodland along the roadside in the morning in summer.,no,no,no,,,no,,,44100
