,id,gen,sp,ssp,group,en,rec,cnt,loc,lat,lng,alt,type,sex,stage,method,url,file,file-name,sono,osci,lic,q,length,time,date,uploaded,also,rmk,bird-seen,animal-seen,playback-used,temp,regnr,auto,dvc,mic,smp
10,697850,Dendrocygna,viduata,,birds,White-faced Whistling Duck,Ken Behrens,Madagascar,Lac Tsarasaotra,-18.8667,47.5189,1300,call,,,field recording,//xeno-canto.org/697850,https://xeno-canto.org/697850/download,XC697850-VOC_210815-2275 White-faced Whistling-Duck ED.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC697850-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC697850-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC697850-large.png', 'full': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC697850-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/wave/XC697850-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/wave/XC697850-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/wave/XC697850-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:45,08:45,2021-08-15,2022-01-19,"['Anas erythrorhyncha', 'Egretta dimorpha']",,yes,yes,no,,,no,,,44100
11,697833,Dendrocygna,viduata,,birds,White-faced Whistling Duck,Ken Behrens,Madagascar,Lac Tsarasaotra,-18.8667,47.5189,1300,call,,,field recording,//xeno-canto.org/697833,https://xeno-canto.org/697833/download,XC697833-VOC_210815-2256 White-faced Whistling-Duck ED.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC697833-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC697833-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC697833-large.png', 'full': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC697833-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/wave/XC697833-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/wave/XC697833-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/wave/XC697833-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:05,06:40,2021-08-15,2022-01-19,"['Anas erythrorhyncha', 'Egretta dimorpha']",,yes,yes,no,,,no,,,44100
12,627128,Dendrocygna,viduata,,birds,White-faced Whistling Duck,Ken Behrens,Madagascar,Ampasindava,-12.2555,49.113,10,call,,adult,field recording,//xeno-canto.org/627128,https://xeno-canto.org/627128/download,XC627128-VOC_210303-1939 White-faced Whistling-Duck ED UP.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC627128-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC627128-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC627128-large.png', 'full': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC627128-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/wave/XC627128-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/wave/XC627128-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/wave/XC627128-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:32,06:30,2021-03-03,2021-03-07,"['Acridotheres tristis', 'Cinnyris sovimanga', 'Foudia madagascariensis']",,yes,yes,no,,,no,,,44100
13,627127,Dendrocygna,viduata,,birds,White-faced Whistling Duck,Ken Behrens,Madagascar,Ampasindava,-12.2555,49.113,10,call,,adult,field recording,//xeno-canto.org/627127,https://xeno-canto.org/627127/download,XC627127-VOC_210303-1936 White-faced Whistling-Duck ED UP.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC627127-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC627127-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC627127-large.png', 'full': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC627127-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/wave/XC627127-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/wave/XC627127-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/wave/XC627127-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:28,06:20,2021-03-03,2021-03-07,"['Terpsiphone mutata', 'Passer domesticus']",,yes,yes,no,,,no,,,44100
14,142970,Dendrocygna,viduata,,birds,White-faced Whistling Duck,Fernand DEROUSSEN,Madagascar,"Vohibinany, Toamasina",-18.5948,49.2149,30,flight call,,,field recording,//xeno-canto.org/142970,https://xeno-canto.org/142970/download,XC142970-2010112524 Dendrocygna viduata_en vol_F Deroussen.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC142970-small.png', 'med': '//xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC142970-med.png', 'large': '//xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC142970-large.png', 'full': '//xeno-canto.org/sounds/uploaded/UXGZWVYDFE/ffts/XC142970-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/UXGZWVYDFE/wave/XC142970-small.png', 'med': '//xeno-canto.org/sounds/uploaded/UXGZWVYDFE/wave/XC142970-med.png', 'large': '//xeno-canto.org/sounds/uploaded/UXGZWVYDFE/wave/XC142970-large.png'}",//creativecommons.org/licenses/by-nc-nd/3.0/,A,0:14,08:30,2010-11-25,2013-07-20,[],,yes,yes,no,,,no,,,48000
15,86817,Dendrocygna,viduata,,birds,White-faced Whistling Duck,Charles Hesse,Madagascar,"Ampijoroa Station, Ankarafonsika NP, Mahajanga Prov.",-16.3051,46.812,120,call,,,field recording,//xeno-canto.org/86817,https://xeno-canto.org/86817/download,532WFWDU1011210743MAAM2.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/FMQSRXIRTH/ffts/XC86817-small.png', 'med': '//xeno-canto.org/sounds/uploaded/FMQSRXIRTH/ffts/XC86817-med.png', 'large': '//xeno-canto.org/sounds/uploaded/FMQSRXIRTH/ffts/XC86817-large.png', 'full': '//xeno-canto.org/sounds/uploaded/FMQSRXIRTH/ffts/XC86817-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/FMQSRXIRTH/wave/XC86817-small.png', 'med': '//xeno-canto.org/sounds/uploaded/FMQSRXIRTH/wave/XC86817-med.png', 'large': '//xeno-canto.org/sounds/uploaded/FMQSRXIRTH/wave/XC86817-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,A,0:10,17:43,2010-11-21,2011-08-30,[],link: http://www.tropicalbirding.com/,unknown,unknown,unknown,,,no,,,44100
16,762734,Dendrocygna,viduata,,birds,White-faced Whistling Duck,Peter Boesman,Madagascar,"Tsarasaotra park, Antananarivo",-18.8679,47.5177,?,call,,,field recording,//xeno-canto.org/762734,https://xeno-canto.org/762734/download,XC762734-LS_52030-White-faced-Whistling-Duck-call-B.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC762734-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC762734-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC762734-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC762734-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC762734-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC762734-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC762734-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:18,08:00,2012-10-15,2022-11-23,[],,unknown,unknown,unknown,,,no,Olympus LS-05,Telinga Pro-X,48000
17,762733,Dendrocygna,viduata,,birds,White-faced Whistling Duck,Peter Boesman,Madagascar,"Tsarasaotra park, Antananarivo",-18.8679,47.5177,?,call,,,field recording,//xeno-canto.org/762733,https://xeno-canto.org/762733/download,XC762733-LS_52032-White-faced-Whistling-Duck-call-B-Red-billed-Teal-call-C.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC762733-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC762733-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC762733-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC762733-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC762733-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC762733-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC762733-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:19,08:00,2012-10-15,2022-11-23,['Anas erythrorhyncha'],,unknown,unknown,unknown,,,no,Olympus LS-05,Telinga Pro-X,48000
18,762732,Dendrocygna,viduata,,birds,White-faced Whistling Duck,Peter Boesman,Madagascar,"Ankarafantsika NP, Mahajanga",-16.3004,46.8124,?,call,,,field recording,//xeno-canto.org/762732,https://xeno-canto.org/762732/download,XC762732-LS_51827-white-faced-Whistling-Duck-call-flight-B.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC762732-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC762732-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC762732-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC762732-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC762732-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC762732-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC762732-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:31,17:30,2012-10-09,2022-11-23,[],Calls in flight,unknown,unknown,unknown,,,no,Olympus LS-05,Telinga Pro-X,48000
19,697835,Dendrocygna,viduata,,birds,White-faced Whistling Duck,Ken Behrens,Madagascar,Lac Tsarasaotra,-18.8667,47.5189,1300,call,,,field recording,//xeno-canto.org/697835,https://xeno-canto.org/697835/download,XC697835-VOC_210815-2259 White-faced Whistling-Duck ED.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC697835-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC697835-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC697835-large.png', 'full': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC697835-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/wave/XC697835-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/wave/XC697835-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/wave/XC697835-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:12,06:45,2021-08-15,2022-01-19,[],,yes,yes,no,,,no,,,44100
20,697831,Dendrocygna,viduata,,birds,White-faced Whistling Duck,Ken Behrens,Madagascar,"Antananarivo, Analamanga, Faritanin' Antananarivo",-18.8667,47.5189,1300,call,,,field recording,//xeno-canto.org/697831,https://xeno-canto.org/697831/download,XC697831-VOC_210815-2253 White-faced Whistling-Duck TSARASOATRA START ED.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC697831-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC697831-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC697831-large.png', 'full': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC697831-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/wave/XC697831-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/wave/XC697831-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/wave/XC697831-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:41,06:30,2021-08-15,2022-01-19,"['Anas erythrorhyncha', 'Egretta dimorpha']",,yes,yes,no,,,no,,,44100
21,656257,Dendrocygna,viduata,,birds,White-faced Whistling Duck,Ken Behrens,Madagascar,"Ambia, Antsiranana Rural, Antsiranana Province",-12.4402,49.2472,380,call,,"adult, juvenile",field recording,//xeno-canto.org/656257,https://xeno-canto.org/656257/download,XC656257-VOC_200602-2058 White-faced Whistling-Duck ED.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC656257-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC656257-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC656257-large.png', 'full': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/ffts/XC656257-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/wave/XC656257-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/wave/XC656257-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GABAHHYWYR/wave/XC656257-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:27,09:30,2020-06-02,2021-06-13,[],,yes,yes,no,,,no,,,44100
22,536713,Dendrocygna,viduata,,birds,White-faced Whistling Duck,Dries Van de Loock,Madagascar,Bemenavika,-14.3286,48.5813,1700,flight call,,,field recording,//xeno-canto.org/536713,https://xeno-canto.org/536713/download,"XC536713-White-faced Whistling Duck (flight call) 20190813,Bemanevika,MADAGASCAR.mp3","{'small': '//xeno-canto.org/sounds/uploaded/IIJAXHKSCC/ffts/XC536713-small.png', 'med': '//xeno-canto.org/sounds/uploaded/IIJAXHKSCC/ffts/XC536713-med.png', 'large': '//xeno-canto.org/sounds/uploaded/IIJAXHKSCC/ffts/XC536713-large.png', 'full': '//xeno-canto.org/sounds/uploaded/IIJAXHKSCC/ffts/XC536713-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/IIJAXHKSCC/wave/XC536713-small.png', 'med': '//xeno-canto.org/sounds/uploaded/IIJAXHKSCC/wave/XC536713-med.png', 'large': '//xeno-canto.org/sounds/uploaded/IIJAXHKSCC/wave/XC536713-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:13,?,2019-08-13,2020-03-21,[],,yes,yes,unknown,,,no,,,48000
23,162390,Dendrocygna,viduata,,birds,White-faced Whistling Duck,Mike Nelson,Madagascar,"Isalo National Park, Isalo",-22.592,45.3907,800,call,,,field recording,//xeno-canto.org/162390,https://xeno-canto.org/162390/download,XC162390-White-faced Whistling DuckMG12013.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC162390-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC162390-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC162390-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC162390-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/wave/XC162390-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/wave/XC162390-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/wave/XC162390-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,C,0:02,06:00,2013-11-09,2014-01-02,[],,no,no,no,,,no,,,44100
