,id,rec,loc,gen,sp,lat,lng,alt,type,q,length,bird-seen,file,en
14,736025,isaac kilusu,"Tsavo west Np near mwaktau gate,Taita-Taveta County",Acryllium,vulturinum,-3.397,38.1322,1100,call,A,0:12,yes,https://xeno-canto.org/736025/download,Vulturine Guineafowl
15,774606,Oliver Fowler,"Near Elephant Bedroom Camp, Samburu National Reserve, Samburu County",Acryllium,vulturinum,0.598,37.589,850,"call, song",B,0:53,yes,https://xeno-canto.org/774606/download,Vulturine Guineafowl
16,774601,Oliver Fowler,"Uaso Nyiro River, Buffalo Springs National Reserve, Isiolo County",Acryllium,vulturinum,0.564,37.53,850,"call, song",B,0:35,yes,https://xeno-canto.org/774601/download,Vulturine Guineafowl
17,478822,Simon Carter,"Larsen's Camp, Samburu GR",Acryllium,vulturinum,0.5727,37.5733,850,song,B,0:29,no,https://xeno-canto.org/478822/download,Vulturine Guineafowl
18,590996,James Bradley,"Kepsir Escarpment, West Pokot County",Ptilopachus,petrosus,1.289,34.9806,1700,duet,B,0:03,no,https://xeno-canto.org/590996/download,Stone Partridge
19,296664,James and David Bradley,Kavirondo Escarpment,Ptilopachus,petrosus,-0.033,34.939,1280,call,C,0:04,no,https://xeno-canto.org/296664/download,Stone Partridge
20,296665,James and David Bradley,Kavirondo Escarpment,Ptilopachus,petrosus,-0.033,34.939,1280,call,E,0:03,no,https://xeno-canto.org/296665/download,Stone Partridge
21,520229,Niall Perrins,"Lake Nakuru, Nakuru Muni., Nakuru County",Peliperdix,coqui,-0.477,36.0947,1800,call,A,0:08,unknown,https://xeno-canto.org/520229/download,Coqui Francolin
22,407048,Rory Nefdt,Lake Nakuru National Park,Peliperdix,coqui,-0.344,36.08,1800,song,B,0:23,yes,https://xeno-canto.org/407048/download,Coqui Francolin
23,376494,World Birdwatch,Maasai Mara National Reserve,Peliperdix,coqui,-1.4044,34.9904,1600,call,C,0:25,no,https://xeno-canto.org/376494/download,Coqui Francolin
24,200775,Rory Nefdt,"Maasai Mara National Reserve, Narok",Peliperdix,coqui,-1.4665,35.1178,1500,song,D,0:44,yes,https://xeno-canto.org/200775/download,Coqui Francolin
25,200774,Rory Nefdt,"Maasai Mara National Reserve, Narok",Peliperdix,coqui,-1.4665,35.1178,1500,song,D,0:56,yes,https://xeno-canto.org/200774/download,Coqui Francolin
26,469188,Frank Lambert,Maasai Mara National Reserve,Scleroptila,levaillantii,-1.4044,34.9904,1600,"call, pair giving quiet calls whilst feeding",B,0:57,yes,https://xeno-canto.org/469188/download,Red-winged Francolin
27,469185,Frank Lambert,Maasai Mara National Reserve,Scleroptila,levaillantii,-1.4044,34.9904,1600,"call, pair giving quiet calls whilst feeding",B,0:32,yes,https://xeno-canto.org/469185/download,Red-winged Francolin
28,617896,isaac kilusu,"Mandegee farm, oloitoktok",Scleroptila,shelleyi,-2.9858,37.5975,1500,flight call,A,0:52,yes,https://xeno-canto.org/617896/download,Shelley's Francolin
29,617895,isaac kilusu,"Mandegee farm, oloitoktok",Scleroptila,shelleyi,-2.9858,37.5975,1500,flight call,A,0:35,yes,https://xeno-canto.org/617895/download,Shelley's Francolin
30,617894,isaac kilusu,"Mandegee farm, oloitoktok",Scleroptila,shelleyi,-2.9858,37.5975,1500,flight call,A,0:17,yes,https://xeno-canto.org/617894/download,Shelley's Francolin
31,617893,isaac kilusu,"Mandegee farm, oloitoktok",Scleroptila,shelleyi,-2.9858,37.5975,1500,flight call,A,0:09,yes,https://xeno-canto.org/617893/download,Shelley's Francolin
32,617890,isaac kilusu,"Mandegee farm, oloitoktok",Scleroptila,shelleyi,-2.9858,37.5975,1500,flight call,A,0:05,yes,https://xeno-canto.org/617890/download,Shelley's Francolin
33,617888,isaac kilusu,"Mandegee farm, oloitoktok",Scleroptila,shelleyi,-2.9858,37.5975,1500,song,A,0:34,yes,https://xeno-canto.org/617888/download,Shelley's Francolin
34,617885,isaac kilusu,"Mandegee farm, oloitoktok",Scleroptila,shelleyi,-2.9858,37.5975,1500,song,A,0:35,yes,https://xeno-canto.org/617885/download,Shelley's Francolin
35,617883,isaac kilusu,"Mandegee farm, oloitoktok",Scleroptila,shelleyi,-2.9858,37.5975,1500,"flight call, song",A,0:06,yes,https://xeno-canto.org/617883/download,Shelley's Francolin
36,477679,isaac kilusu,"kwakilusu,oloitoktok",Scleroptila,shelleyi,-2.9965,37.6244,1400,song,B,0:09,yes,https://xeno-canto.org/477679/download,Shelley's Francolin
37,477677,isaac kilusu,"kwakilusu,oloitoktok",Scleroptila,shelleyi,-2.9965,37.6244,1400,song,B,0:09,yes,https://xeno-canto.org/477677/download,Shelley's Francolin
38,477676,isaac kilusu,"kwakilusu,oloitoktok",Scleroptila,shelleyi,-2.9965,37.6244,1400,song,B,0:17,yes,https://xeno-canto.org/477676/download,Shelley's Francolin
39,393452,isaac kilusu,"kwakilusu,oloitoktok",Scleroptila,shelleyi,-2.9965,37.6244,1400,song,B,0:24,yes,https://xeno-canto.org/393452/download,Shelley's Francolin
40,393450,isaac kilusu,"kwakilusu,oloitoktok",Scleroptila,shelleyi,-2.9965,37.6244,1400,song,B,0:26,yes,https://xeno-canto.org/393450/download,Shelley's Francolin
41,477680,isaac kilusu,"kwakilusu,oloitoktok",Scleroptila,shelleyi,-2.9965,37.6244,1400,song,C,0:10,yes,https://xeno-canto.org/477680/download,Shelley's Francolin
42,377509,isaac kilusu,"kwakilusu,oloitoktok",Scleroptila,shelleyi,-2.9965,37.6244,1400,song,C,0:06,no,https://xeno-canto.org/377509/download,Shelley's Francolin
43,774098,Oliver Fowler,"Samburu National Reserve, Uaso, Samburu County",Dendroperdix,sephaena,0.597,37.589,850,song,A,0:13,yes,https://xeno-canto.org/774098/download,Crested Francolin
44,315763,Richard Hoyer,"Acacia Camp, Ololaimutiek Village",Dendroperdix,sephaena,-1.5989,35.383,1900,call,A,0:13,yes,https://xeno-canto.org/315763/download,Crested Francolin
45,724234,Albert Vrielink,"Masinga (near  Mavuria), Masinga, Machakos County",Dendroperdix,sephaena,-0.8929,37.5963,1100,uncertain,B,0:08,no,https://xeno-canto.org/724234/download,Crested Francolin
46,523611,Bram Piot,"Swara Plains Conservancy, Lukenya, Machakos County",Dendroperdix,sephaena,-1.5138,37.0511,1600,alarm call,B,0:04,yes,https://xeno-canto.org/523611/download,Crested Francolin
47,444634,James Bradley,"Kachemkot River, West Pokot County",Dendroperdix,sephaena,1.3088,34.9554,1400,alarm call,B,0:58,yes,https://xeno-canto.org/444634/download,Crested Francolin
48,444633,James Bradley,"Kachemkot River, West Pokot County",Dendroperdix,sephaena,1.3088,34.9554,1400,alarm call,B,0:34,yes,https://xeno-canto.org/444633/download,Crested Francolin
49,398471,Rory Nefdt,"Galdessa Camp, Tsavo East, Taita-Taveta County",Dendroperdix,sephaena,-3.0252,38.6514,340,song,B,0:05,no,https://xeno-canto.org/398471/download,Crested Francolin
50,373984,isaac kilusu,"kilima safari camp ,amboseli",Dendroperdix,sephaena,-2.651,37.187,1100,call,B,0:18,no,https://xeno-canto.org/373984/download,Crested Francolin
51,373983,isaac kilusu,"kilima safari camp ,amboseli",Dendroperdix,sephaena,-2.651,37.187,1100,call,B,0:23,no,https://xeno-canto.org/373983/download,Crested Francolin
52,373663,isaac kilusu and kilusu bird club,"kilima safari camp ,amboseli",Dendroperdix,sephaena,-2.651,37.187,1100,alarm call,B,0:18,yes,https://xeno-canto.org/373663/download,Crested Francolin
53,39398,Mike Nelson,Samburu Game Reserve ,Dendroperdix,sephaena,0.66667,37.53333,800,song,B,0:09,yes,https://xeno-canto.org/39398/download,Crested Francolin
54,537452,James Bradley,"Budalangi, Busia County",Dendroperdix,sephaena,0.1416,34.0234,1100,call,C,0:08,yes,https://xeno-canto.org/537452/download,Crested Francolin
55,131663,James and David Bradley,Kerio Valley,Dendroperdix,sephaena,0.457,35.6481,1100,call,C,0:07,no,https://xeno-canto.org/131663/download,Crested Francolin
56,196087,Rory Nefdt,"Meru National Park, Meru",Dendroperdix,sephaena,0.0881,38.19,550,song,D,0:15,yes,https://xeno-canto.org/196087/download,Crested Francolin
57,454471,Frank Lambert,"Aberdare National Park Mutubio Gate, Nyeri County",Pternistis,jacksoni,-0.5249,36.6639,3200,song,A,0:10,yes,https://xeno-canto.org/454471/download,Jackson's Spurfowl
58,753142,Lars Lachmann,Kirinyaga County,Pternistis,squamatus,-0.3801,37.3106,2100,call,B,0:07,no,https://xeno-canto.org/753142/download,Scaly Spurfowl
59,537258,James Bradley,"Lambwe Forest, Homa Bay County",Pternistis,squamatus,-0.6542,34.3393,1300,call,B,1:53,yes,https://xeno-canto.org/537258/download,Scaly Spurfowl
60,537256,James Bradley,Ruma National Park,Pternistis,squamatus,-0.6306,34.2962,1200,call,B,0:14,no,https://xeno-canto.org/537256/download,Scaly Spurfowl
61,537255,James Bradley,Ruma National Park,Pternistis,squamatus,-0.6306,34.2962,1200,call,B,1:12,no,https://xeno-canto.org/537255/download,Scaly Spurfowl
62,344761,James Bradley,"Del Monte Estate (south), Thika",Pternistis,squamatus,-1.0272,37.2805,1400,call,B,0:18,yes,https://xeno-canto.org/344761/download,Scaly Spurfowl
63,194538,Rory Nefdt,"Thigiri Forest, Nairobi",Pternistis,squamatus,-1.2422,36.8033,1700,song,B,0:40,yes,https://xeno-canto.org/194538/download,Scaly Spurfowl
64,756855,Lars Lachmann,"Castle Forest Lodge, Mt. Kenya, Kirinyaga County",Pternistis,squamatus,-0.3801,37.3106,2100,"call, song",C,0:17,no,https://xeno-canto.org/756855/download,Scaly Spurfowl
65,364024,James Bradley,Gembe Foothills,Pternistis,squamatus,-0.5267,34.211,1445,call,C,0:36,no,https://xeno-canto.org/364024/download,Scaly Spurfowl
66,363992,James Bradley,Gembe Foothills,Pternistis,squamatus,-0.5267,34.211,1445,call,C,0:32,no,https://xeno-canto.org/363992/download,Scaly Spurfowl
67,205782,James Bradley,Gwassi Hills,Pternistis,squamatus,-0.636,34.117,2050,call,D,0:08,no,https://xeno-canto.org/205782/download,Scaly Spurfowl
68,723662,isaac kilusu,"Mandegee farm, oloitoktok",Pternistis,hildebrandti,-2.9858,37.5975,1500,call,A,0:08,no,https://xeno-canto.org/723662/download,Hildebrandt's Spurfowl
69,718356,isaac kilusu,"Mandegee farm, oloitoktok",Pternistis,hildebrandti,-2.9858,37.5975,1500,"call, song",A,0:37,no,https://xeno-canto.org/718356/download,Hildebrandt's Spurfowl
70,718354,isaac kilusu,"Mandegee farm, oloitoktok",Pternistis,hildebrandti,-2.9858,37.5975,1500,"call, song",A,0:46,no,https://xeno-canto.org/718354/download,Hildebrandt's Spurfowl
71,718352,isaac kilusu,"Mandegee farm, oloitoktok",Pternistis,hildebrandti,-2.9858,37.5975,1500,call,A,0:11,no,https://xeno-canto.org/718352/download,Hildebrandt's Spurfowl
72,630283,isaac kilusu,"Mandegee farm, oloitoktok",Pternistis,hildebrandti,-2.9858,37.5975,1500,call,A,0:24,no,https://xeno-canto.org/630283/download,Hildebrandt's Spurfowl
73,630282,isaac kilusu,"Mandegee farm, oloitoktok",Pternistis,hildebrandti,-2.9858,37.5975,1500,call,A,0:04,no,https://xeno-canto.org/630282/download,Hildebrandt's Spurfowl
74,618627,isaac kilusu,"Mandegee farm, oloitoktok",Pternistis,hildebrandti,-2.9858,37.5975,1500,call,A,0:11,no,https://xeno-canto.org/618627/download,Hildebrandt's Spurfowl
75,606412,isaac kilusu,"Mandegee farm, oloitoktok",Pternistis,hildebrandti,-2.9858,37.5975,1500,call,A,0:04,yes,https://xeno-canto.org/606412/download,Hildebrandt's Spurfowl
76,603409,isaac kilusu,"Mandegee farm, oloitoktok",Pternistis,hildebrandti,-2.9858,37.5975,1500,"call, song",A,0:15,no,https://xeno-canto.org/603409/download,Hildebrandt's Spurfowl
77,603408,isaac kilusu,"Mandegee farm, oloitoktok",Pternistis,hildebrandti,-2.9858,37.5975,1500,"call, song",A,0:10,no,https://xeno-canto.org/603408/download,Hildebrandt's Spurfowl
78,603406,isaac kilusu,"Mandegee farm, oloitoktok",Pternistis,hildebrandti,-2.9858,37.5975,1500,call,A,0:06,no,https://xeno-canto.org/603406/download,Hildebrandt's Spurfowl
79,603404,isaac kilusu,"Mandegee farm, oloitoktok",Pternistis,hildebrandti,-2.9858,37.5975,1500,call,A,0:07,no,https://xeno-canto.org/603404/download,Hildebrandt's Spurfowl
80,602925,isaac kilusu,"Mandegee farm, oloitoktok",Pternistis,hildebrandti,-2.9858,37.5975,1500,call,A,0:02,no,https://xeno-canto.org/602925/download,Hildebrandt's Spurfowl
81,363176,James Bradley,"Ngulia Lodge, Tsavo West NP",Pternistis,hildebrandti,-3.0147,38.211,950,call,A,0:33,no,https://xeno-canto.org/363176/download,Hildebrandt's Spurfowl
82,588372,isaac kilusu,"Mandegee farm, oloitoktok",Pternistis,hildebrandti,-2.9858,37.5975,1500,song,B,0:08,no,https://xeno-canto.org/588372/download,Hildebrandt's Spurfowl
83,583195,isaac kilusu,"Mandegee farm, oloitoktok",Pternistis,hildebrandti,-2.9858,37.5975,1500,"call, song",B,0:11,yes,https://xeno-canto.org/583195/download,Hildebrandt's Spurfowl
84,431049,James Bradley,"Ngulia Lodge, Tsavo West NP",Pternistis,hildebrandti,-3.0147,38.211,950,call,B,0:30,no,https://xeno-canto.org/431049/download,Hildebrandt's Spurfowl
85,588373,isaac kilusu,"Mandegee farm, oloitoktok",Pternistis,hildebrandti,-2.9858,37.5975,1500,"call, song",C,0:11,no,https://xeno-canto.org/588373/download,Hildebrandt's Spurfowl
86,774712,Oliver Fowler,"Near Oryx Airstrip, Samburu National Reserve, Samburu County",Pternistis,leucoscepus,0.597,37.575,850,call,A,0:06,yes,https://xeno-canto.org/774712/download,Yellow-necked Spurfowl
87,451524,Frank Lambert,"Samburu National Reserve, Samburu County",Pternistis,leucoscepus,0.6342,37.5386,950,call,A,0:42,yes,https://xeno-canto.org/451524/download,Yellow-necked Spurfowl
88,451511,Frank Lambert,"Shaba National Reserve, Kenya",Pternistis,leucoscepus,0.661,37.79,800,call,A,0:42,yes,https://xeno-canto.org/451511/download,Yellow-necked Spurfowl
89,234438,Rory Nefdt,"Buffalo Springs and Samburu Reserves, Isiolo",Pternistis,leucoscepus,0.5824,37.5861,850,call,A,0:10,yes,https://xeno-canto.org/234438/download,Yellow-necked Spurfowl
90,39402,Mike Nelson,Samburu Game Reserve ,Pternistis,leucoscepus,0.66667,37.53333,875,call,B,0:21,yes,https://xeno-canto.org/39402/download,Yellow-necked Spurfowl
91,397668,Rory Nefdt,Satao Elerai Kajiado County,Pternistis,leucoscepus,-2.8145,37.4113,1500,song,C,0:04,no,https://xeno-canto.org/397668/download,Yellow-necked Spurfowl
92,197819,Rory Nefdt,"Meru National Park, Meru",Pternistis,leucoscepus,0.0881,38.19,550,call,C,0:16,yes,https://xeno-canto.org/197819/download,Yellow-necked Spurfowl
93,756891,Lars Lachmann,"Sajiloni (near  Oloyangalani), Central, Kajiado County",Pternistis,leucoscepus,-1.7804,36.8232,1700,call,D,0:14,yes,https://xeno-canto.org/756891/download,Yellow-necked Spurfowl
94,756890,Lars Lachmann,"Sajiloni (near  Oloyangalani), Central, Kajiado County",Pternistis,leucoscepus,-1.7804,36.8232,1700,call,D,0:14,yes,https://xeno-canto.org/756890/download,Yellow-necked Spurfowl
95,771750,Oliver Fowler,"Mara North Conservancy, Narok County",Pternistis,afer,-1.209,35.125,1700,"call, song",A,0:30,yes,https://xeno-canto.org/771750/download,Red-necked Spurfowl
96,444817,James Bradley,Ruma National Park,Pternistis,afer,-0.6306,34.2962,1200,call,A,0:33,yes,https://xeno-canto.org/444817/download,Red-necked Spurfowl
97,537204,James Bradley,Ruma National Park,Pternistis,afer,-0.6306,34.2962,1200,call,B,0:08,no,https://xeno-canto.org/537204/download,Red-necked Spurfowl
98,444818,James Bradley,Gembe Hills,Pternistis,afer,-0.5006,34.2156,1350,call,B,0:09,no,https://xeno-canto.org/444818/download,Red-necked Spurfowl
99,101197,James and David Bradley,Kavirondo Escarpment,Pternistis,afer,-0.033,34.939,1300,call,C,0:08,unknown,https://xeno-canto.org/101197/download,Red-necked Spurfowl
100,692095,isaac kilusu,"Mandegee farm, oloitoktok",Coturnix,delegorguei,-2.9858,37.5975,1500,call,A,0:06,no,https://xeno-canto.org/692095/download,Harlequin Quail
101,615805,isaac kilusu,"Mandegee farm, oloitoktok",Coturnix,delegorguei,-2.9858,37.5975,1500,call,A,0:03,yes,https://xeno-canto.org/615805/download,Harlequin Quail
102,399475,isaac kilusu,"kwakilusu,oloitoktok",Coturnix,delegorguei,-2.9965,37.6244,1400,call,B,0:12,no,https://xeno-canto.org/399475/download,Harlequin Quail
103,399474,isaac kilusu,"kwakilusu,oloitoktok",Coturnix,delegorguei,-2.9965,37.6244,1400,call,C,0:20,no,https://xeno-canto.org/399474/download,Harlequin Quail
104,775920,isaac kilusu,"Rice fields near Sagana,Kirinyaga County",Dendrocygna,viduata,-0.6695,37.2061,1200,"call, whistle",B,0:39,yes,https://xeno-canto.org/775920/download,White-faced Whistling Duck
105,397711,Rory Nefdt,"Amboseli, Kajiado County",Dendrocygna,viduata,-2.652,37.2608,1100,song,B,0:08,yes,https://xeno-canto.org/397711/download,White-faced Whistling Duck
106,774689,Oliver Fowler,"Seasonal lake, near Ol Tukai, Amboseli, Kajiado County",Dendrocygna,viduata,-2.656,37.263,1100,call,C,0:14,yes,https://xeno-canto.org/774689/download,White-faced Whistling Duck
107,195509,Rory Nefdt,Lake Elementaita,Dendrocygna,viduata,-0.4487,36.2639,1800,song,D,0:16,yes,https://xeno-canto.org/195509/download,White-faced Whistling Duck
108,398618,Rory Nefdt,Lake Nakuru National Park,Alopochen,aegyptiaca,-0.344,36.08,1800,song,A,0:07,yes,https://xeno-canto.org/398618/download,Egyptian Goose
109,397799,Rory Nefdt,"Enashipai, Karagita, Nakuru County",Alopochen,aegyptiaca,-0.769,36.4242,1900,song,A,0:13,yes,https://xeno-canto.org/397799/download,Egyptian Goose
110,239825,Rory Nefdt,"Ol Pajeta Conservancy, Laikipia",Alopochen,aegyptiaca,0.0033,36.9454,1800,call,A,0:22,yes,https://xeno-canto.org/239825/download,Egyptian Goose
111,206033,Rory Nefdt,"Rift Valley Resort, Lake Naivasha",Alopochen,aegyptiaca,-0.6675,36.3188,2100,alarm call,A,0:15,yes,https://xeno-canto.org/206033/download,Egyptian Goose
112,205906,Rory Nefdt,"Rift Valley Resort, Lake Naivasha",Alopochen,aegyptiaca,-0.6675,36.3188,2100,call,A,0:30,yes,https://xeno-canto.org/205906/download,Egyptian Goose
113,455533,Frank Lambert,"Lake Naivasha lakeside, Nakuru County",Alopochen,aegyptiaca,-0.8088,36.3886,1900,call,B,0:24,yes,https://xeno-canto.org/455533/download,Egyptian Goose
114,101167,James and David Bradley,"Lake Baringo Club, Lake Baringo, Kenya",Alopochen,aegyptiaca,0.703,36.09,1000,call,B,0:18,unknown,https://xeno-canto.org/101167/download,Egyptian Goose
115,62921,Peter Woodall,"Lake Nakuru National Park, Kenya",Alopochen,aegyptiaca,-0.3439,36.0798,1800,call,B,0:28,unknown,https://xeno-canto.org/62921/download,Egyptian Goose
116,56501,Mike Nelson,"Treetops Lodge, Aberdares National Park",Alopochen,aegyptiaca,-0.3601,36.9006,2100,call,B,0:07,yes,https://xeno-canto.org/56501/download,Egyptian Goose
117,201443,Rory Nefdt,"UNEP Nature Trail In Gigiri UN Complex, Nairobi",Anas,undulata,-1.237,36.817,1700,alarm call,B,0:03,yes,https://xeno-canto.org/201443/download,Yellow-billed Duck
118,239809,Rory Nefdt,"Ol Pajeta Conservancy, Laikipia",Anas,undulata,0.0033,36.9454,1800,"alarm call, call",C,0:03,yes,https://xeno-canto.org/239809/download,Yellow-billed Duck
119,463624,isaac kilusu,"kwakilusu,oloitoktok",Caprimulgus,europaeus,-2.9965,37.6244,1400,"call, aggresive call",C,0:25,yes,https://xeno-canto.org/463624/download,European Nightjar
120,463622,isaac kilusu,"kwakilusu,oloitoktok",Caprimulgus,europaeus,-2.9965,37.6244,1400,"call, aggresive call",C,0:22,yes,https://xeno-canto.org/463622/download,European Nightjar
121,755422,Lars Lachmann,"Chakama, Malindi, Kilifi County",Caprimulgus,donaldsoni,-3.098,39.2307,190,song,A,0:20,yes,https://xeno-canto.org/755422/download,Donaldson Smith's Nightjar
122,397469,Rory Nefdt,"Satao Elerai, Kajiado County",Caprimulgus,donaldsoni,-2.8145,37.4113,1500,song,B,0:46,yes,https://xeno-canto.org/397469/download,Donaldson Smith's Nightjar
123,154772,Hans Matheve,Arabuko-Sokoke Forest,Caprimulgus,pectoralis,-3.669,39.817,30,song,C,0:22,yes,https://xeno-canto.org/154772/download,Fiery-necked Nightjar
124,774274,Oliver Fowler,"Near Kabete Springs, Lower Kabete, Nairobi County",Caprimulgus,poliocephalus,-1.241,36.752,1800,song,A,0:33,yes,https://xeno-canto.org/774274/download,Montane Nightjar
125,772918,Magnus Wadstein,"Naro Moru River Lodge, Kieni East, Nyeri County",Caprimulgus,poliocephalus,-0.1552,37.0123,1900,song,A,0:49,no,https://xeno-canto.org/772918/download,Montane Nightjar
126,772028,Oliver Fowler,"Near Kabete Springs, Lower Kabete, Nairobi County",Caprimulgus,poliocephalus,-1.241,36.752,1800,song,A,2:14,no,https://xeno-canto.org/772028/download,Montane Nightjar
127,434337,Bram Piot,"Hill View, Spring Valley, Nairobi",Caprimulgus,poliocephalus,-1.2458,36.7758,1800,song,A,0:33,no,https://xeno-canto.org/434337/download,Montane Nightjar
128,728977,isaac kilusu,"Kerugoya, Central, Kirinyaga County",Caprimulgus,poliocephalus,-0.4993,37.2785,1800,song,B,0:12,no,https://xeno-canto.org/728977/download,Montane Nightjar
129,619307,Siro Masinde,"Muthaiga North, Nairobi, Nairobi County",Caprimulgus,poliocephalus,-1.2358,36.8475,1700,song,B,1:50,yes,https://xeno-canto.org/619307/download,Montane Nightjar
130,263380,Shane Feyers,"Karen, Nairobi",Caprimulgus,poliocephalus,-1.3433,36.7348,1800,call,B,0:27,no,https://xeno-canto.org/263380/download,Montane Nightjar
131,620376,Nancy,"Lanet (near  Nakuru), Nakuru Muni., Nakuru County",Caprimulgus,poliocephalus,-0.4071,36.1413,1800,nocturnal flight call,C,2:14,unknown,https://xeno-canto.org/620376/download,Montane Nightjar
132,307899,Ciira Maina,Nyandarua,Caprimulgus,poliocephalus,-0.1064,36.4554,2500,song,C,0:25,no,https://xeno-canto.org/307899/download,Montane Nightjar
133,205586,James Bradley,"Saimo Hills View Resort, Tugen Hills",Caprimulgus,poliocephalus,0.6798,35.8208,1950,"flight call, song",C,0:14,no,https://xeno-canto.org/205586/download,Montane Nightjar
134,128810,Todd A. Watkins,"Karen, Nairobi",Caprimulgus,poliocephalus,-1.3164,36.7101,1900,song,C,0:36,no,https://xeno-canto.org/128810/download,Montane Nightjar
135,95669,Rory Nefdt,"Nyari, Nairobi",Caprimulgus,poliocephalus,-1.229,36.79,1742,song,C,0:33,unknown,https://xeno-canto.org/95669/download,Montane Nightjar
136,371040,Anne Ndung'u,"Nairobi, Nairobi County",Caprimulgus,poliocephalus,-1.2639,36.7684,1800,song,D,1:23,no,https://xeno-canto.org/371040/download,Montane Nightjar
137,368928,Todd A. Watkins,"Karen, Nairobi",Caprimulgus,poliocephalus,-1.3164,36.7101,1900,song,D,1:19,no,https://xeno-canto.org/368928/download,Montane Nightjar
138,39425,Mike Nelson,"Treetops Lodge, Aberdares National Park",Caprimulgus,poliocephalus,-0.3601,36.9006,2000,song,D,0:07,no,https://xeno-canto.org/39425/download,Montane Nightjar
139,452326,isaac kilusu,Ngoroi road Rongai near Ngong Hills Forest,Caprimulgus,poliocephalus,-1.4061,36.7145,1800,song,E,0:12,no,https://xeno-canto.org/452326/download,Montane Nightjar
140,753401,Jonas Bonnedahl,"Koyaki (near  Serena), Mara, Narok County",Caprimulgus,natalensis,-1.4408,35.0739,1500,song,A,0:15,no,https://xeno-canto.org/753401/download,Swamp Nightjar
141,101210,James and David Bradley,Ruma National Park,Caprimulgus,natalensis,-0.6306,34.2962,1200,call,B,0:13,unknown,https://xeno-canto.org/101210/download,Swamp Nightjar
142,101209,James and David Bradley,Ruma National Park,Caprimulgus,natalensis,-0.6306,34.2962,1200,song,B,0:27,unknown,https://xeno-canto.org/101209/download,Swamp Nightjar
143,395924,James Bradley,Gembe Hills,Caprimulgus,tristigma,-0.5006,34.2156,1500,song,C,0:32,no,https://xeno-canto.org/395924/download,Freckled Nightjar
144,344112,James Bradley,"Oloololo Escarpment, West Maasai Mara",Caprimulgus,tristigma,-1.278,34.9683,1850,song,C,0:13,no,https://xeno-canto.org/344112/download,Freckled Nightjar
145,539321,Gert Spierenburg,"Mtwapa, Kikambala, Kilifi County",Caprimulgus,clarus,-3.9405,39.77,10,song,no score,0:20,unknown,https://xeno-canto.org/539321/download,Slender-tailed Nightjar
146,669000,isaac kilusu,"Mandegee farm, oloitoktok",Caprimulgus,clarus,-2.9858,37.5975,1500,"call, nocturnal call",A,0:35,yes,https://xeno-canto.org/669000/download,Slender-tailed Nightjar
